date;supplierID;retailerID;supplierItemgroupID;SupplierItemgroupName;productID;styleNumber;description;colorname;isNOS;size;quantity;turnover;discount;chainID;ismale;size_scale;discount_pct;price;color_popularity_chain;style_age_chain;total_turnover_chain_rolling;total_turnover_chain_agg;total_quantity_chain_rolling;total_quantity_chain_agg;qty_p1_chain_prod_agg_sun;qty_p2_chain_prod_agg_sun;qty_p3_chain_prod_agg_sun;qty_p1_chain_prod_rolling_7;qty_p2_chain_prod_rolling_7;qty_p3_chain_prod_rolling_7;avg_price_chain;color_popularity_ret;style_age_ret;total_turnover_ret_rolling_7;total_turnover_ret_agg_sun;total_quantity_ret_rolling_7;total_quantity_ret_agg_sun;avg_price_ret;qty_p1_ret_prod_rolling_7;qty_p2_ret_prod_rolling_7;qty_p3_ret_prod_rolling_7;qty_p1_ret_prod_agg_sun;qty_p2_ret_prod_agg_sun;qty_p3_ret_prod_agg_sun;target_prod_agg_sun;target_prod_rolling_7
2016-11-03;4;60;220;WOMEN - ACCESSORIES;24280;F14307888;Thilde scarf 5717;BLACK;0;ONE;1;53.748503399797094;0.0;2;0;0;0.0;53.748503399797094;bananaphone;0.0;2289.235199575626;2761.0036301002033;36.0;40.0;0.0;0.0;0.0;1.0;0.0;0.0;51.32982074680622;bananaphone;0.0;-288.81574896699783;-60.47663458058167;2.0;0.0;53.748503399797094;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
2017-07-08;6;74;210;WOMEN - KNIT;41403;P16622005;LOPEZ O-NECK KNIT 5152;GREY MEL.;0;L;1;30.27888630649613;-30.27888630649613;4;0;8888;50.0;60.55777261299226;bananaphone;0.0;1293.8048271158132;1394.7733278016444;47.0;44.0;0.0;0.0;0.0;1.0;0.0;0.0;51.522168445339446;bananaphone;0.0;264.9421769628492;147.8919798314868;8.0;5.0;60.55777261299226;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
2017-03-02;1;145;1;Pants;11577;Z20025A;Pants, Cropped;Black;0;44;1;64.568827262487;-16.13548089611524;1;0;3;19.993332777731474;80.70430815860225;2.2857142857142856;0.0;1725.8779098003752;1288.2352833577318;43.0;37.0;0.0;0.0;0.0;1.0;0.0;0.0;43.17367731228167;bananaphone;0.0;129.2879920149294;64.71916475244234;2.0;1.0;80.70430815860225;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
2016-10-29;1;148;2;Jeans;39404;Z98765B;Jeans, long, Nille ex. slim;Grey Denim;0;46;1;13.381551219579391;-80.28261654186655;1;0;4;85.71326523323094;93.66416776144594;0.14285714285714285;0.0;1973.3841685996442;2405.4145657039403;64.0;59.0;0.0;0.0;0.0;1.0;0.0;0.0;52.73903512782581;bananaphone;0.0;33.53923578906421;188.16546957922756;2.0;3.0;93.66416776144594;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
2016-12-10;3;35;310;MEN - KNIT;24953;M00022025;Loke o-n 3111;DARK GREY MEL.;0;M;1;67.24195494321553;0.0;2;1;6;0.0;67.24195494321553;bananaphone;0.0;4054.495007847598;4368.067841617371;69.0;58.0;0.0;0.0;0.0;1.0;0.0;0.0;48.67036738747028;bananaphone;0.0;124.3750709217732;431.40150945806045;3.0;3.0;50.43146620741165;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
2017-02-04;6;59;202;WOMEN - T-SHIRTS;57760;P17112047;ENALLY SS T-NECK STRIPE 5892;CREAM-RED STRIPE;0;M;1;29.578742361271296;0.0;2;0;6;0.0;29.578742361271296;bananaphone;0.0;2455.888603758277;1789.5020808508798;67.0;65.0;0.0;0.0;0.0;1.0;0.0;0.0;58.11856195365498;bananaphone;0.0;43.02362525275827;47.06264866591114;2.0;2.0;29.578742361271296;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
2017-01-07;3;61;315;MEN - SHIRTS;46275;M16423309;Liam DA Zip 7382;T. ECLIPSE MEL;0;L;1;47.07357156070886;-47.07357156070886;2;1;8;50.0;94.14714312141771;bananaphone;0.0;3068.279661742;2092.852773802372;73.0;63.0;0.0;0.0;0.0;1.0;0.0;0.0;69.08199462805327;bananaphone;0.0;168.11989843110294;220.172202933444;3.0;3.0;94.14714312141771;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
2016-11-29;1;145;6;Blouse;7796;O10647A;Blouse, Long Sleeve;Night Sky;0;L;1;23.515647609560318;-10.071415933351687;1;0;6;29.98599719943988;33.587063542912006;1.1428571428571428;0.0;2422.2848595431096;3140.00885355756;80.0;87.0;0.0;0.0;0.0;1.0;0.0;0.0;55.35314697032102;bananaphone;0.0;90.27412693946948;137.44070724467565;4.0;4.0;33.58706354291201;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
2016-12-02;4;38;213;WOMEN - TOPS;41822;F00002209;Viol ls dress 7551;DARK SAPPHIRE;0;S;1;80.40423507920754;0.0;2;0;4;0.0;80.40423507920754;bananaphone;0.0;4916.718274643714;3211.8956215911094;67.0;62.0;1.0;0.0;0.0;1.0;1.0;0.0;92.96739681033371;bananaphone;0.0;167.76900573347154;367.6765446612312;3.0;8.0;80.40423507920754;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
2016-12-27;6;66;213;WOMEN - TOPS;32838;P16501016;ADELE 3/4 TOP 6393;DARK ROYAL;0;M;1;26.895318580273;-26.895318580273;4;0;8888;50.0;53.790637160546;bananaphone;0.0;1258.7070549293792;1334.7280103337894;35.0;25.0;0.0;0.0;0.0;1.0;0.0;0.0;59.617956186271826;bananaphone;0.0;157.3436199036074;161.39110655391667;5.0;2.0;47.73919047998458;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
