dress blues combo,0.14285714285714285
dress blues combs,0.0
dress blues mel.,0.0
dress blues melange,0.0
dress blues solid,0.0
dress blues stripe,0.0
dress blues striped,0.0
dress blues/ash,0.0
dress blues/bright white,0.0
dusty lavender comb,0.0
dusty olive,29.428571428571427
dusty olive comb,37.857142857142854
earth red,0.0
earth red comb,0.0
elephant skin,9.857142857142858
elephant skin comb,0.0
elephant skin comb.,0.0
etherea,0.14285714285714285
etherea comb,0.0
etherea comb.,0.0
etherea combo,0.0
evening blue,0.2857142857142857
event /van i.,0.0
event. mlg com,0.0
event/night sky,0.0
eventide,8.857142857142858
eventide as ss,0.0
eventide check,0.0
eventide comb,1.4285714285714286
eventide comb.,1.5714285714285714
eventide comb. as ss,0.14285714285714285
eventide combo,0.0
eventide mel,0.2857142857142857
eventide mel.,11.285714285714286
eventide solid,0.14285714285714285
eventide text print,4.571428571428571
eventide w. ash,0.0
eventide/ white comb.,0.0
eventide/black,0.0
eventide/grey mel.,0.0
fairy tale,0.0
fairy tale comb,0.0
falcon,4.571428571428571
falcon as ss,0.0
falcon comb,5.428571428571429
falcon comb.,0.0
flame scarlet,10.142857142857142
flame scarlet comb,4.0
flame scarlet comb.,2.142857142857143
flower combo,0.0
fresh lemonade,0.0
fresh lemonade comb.,0.0
fuchsia purple,0.0
fudge,0.42857142857142855
fudge comb,0.0
fudge comb/print-2,0.0
fudge mel,0.0
fudge mel. comb.,0.0
fudge w. black lurex,0.0
fudge w/asphalt,0.0
garnet,39.42857142857143
garnet melange,0.0
gold,0.14285714285714285
gold comb,0.0
gold satin,0.0
gold semi matt,0.14285714285714285
gold solid,0.0
gold w/ rose and ash,0.0
gold w/ rose dust stone,0.0
golden,0.0
gr denim,0.14285714285714285
grape royal,6.0
grapeade comb,0.0
graystone,1.4285714285714286
graystone comb,0.0
graystone comb.,0.14285714285714285
green g. as cut,0.5714285714285714
green g. comb,0.0
green gabl. com,0.0
green gables,0.8571428571428571
green gables as cut,20.285714285714285
green gables comb,0.0
green gables comb.,0.0
green gables mel,0.2857142857142857
green gables solid,0.0
green gables striped,0.0
grey,0.5714285714285714
grey brown,0.8571428571428571
grey comb,0.0
grey combo,0.14285714285714285
grey denim,0.8571428571428571
grey mel as ss,0.0
grey melange,1.8571428571428572
grey melange comb,0.0
grey melange comb.,0.0
grey melange combo,0.0
grey melange mel,0.0
grey mix as ss,0.0
grey solid,0.0
grey/brown as cut,0.0
greyjet/blackdiamant/crystal,0.0
gun metal,0.7142857142857143
h/w/sg/b,0.0
harvest g. com,0.0
harvest gold,0.14285714285714285
heather,0.8571428571428571
heather comb,0.0
heather r comb.,0.0
heather r. comb,0.0
heather r. mlg,0.0
heather rose,1.2857142857142858
heather rose comb,0.14285714285714285
heather rose combo,0.0
heather rose mel.,0.0
heather rose melange,0.0
hematite,0.8571428571428571
hematite grey,0.14285714285714285
hematite matt,0.42857142857142855
hematite silver,0.0
high risk red,0.0
iron gate,0.0
ivy g. comb,0.0
ivy green,1.0
ivy green comb,0.2857142857142857
ivy green comb.,0.0
jasper,0.0
jasper comb,0.0
jasper comb-1,0.0
jasper comb.,0.0
jasper combo,0.0
jasper mel.,0.0
jasper/blue surf comb.,0.0
lavender lustre,0.0
lavender lustre comb,0.0
lavender lustre w. black,0.0
leaves combo,0.0
legion blue,0.0
legion blue w. black sleeve,0.0
light blue,2.4285714285714284
light blue denim,27.571428571428573
light blue vintage denim,0.2857142857142857
light g mlg comb,0.0
light grey denim,0.0
light grey mel comb,35.714285714285715
light grey mel solid,1.1428571428571428
light grey melange,5.142857142857143
limelight,0.14285714285714285
limelight + silver,0.14285714285714285
lipstick red,2.2857142857142856
lipstick red comb,0.7142857142857143
lt blue denim,4.428571428571429
lt g mlg w/bl,0.0
lt grey mel/vanilla,0.0
lt grey mlg,0.0
lt. blue,0.0
magenta,30.0
magenta haze,1.0
magenta solid,1.5714285714285714
marble comb,0.0
marina,0.0
matt black,0.0
medieval blue,60.0
medieval blue comb.,14.285714285714286
medieval blue melange,0.0
medieval blue solid,0.0
medieval blue w/vanilla,0.14285714285714285
medieval flower,0.0
mediterranea,119.14285714285714
mediterranea comb,58.857142857142854
mediterranea comp,11.714285714285714
medium blue,0.0
medium grey mel.,0.0
mellow rose,46.857142857142854
mellow rose comb,0.0
midnight blue,0.0
midnight navy,0.0
mint,0.7142857142857143
mocca,0.0
n. sky mlg,0.0
navy,0.14285714285714285
new blue denim,1.4285714285714286
new comb.,0.0
night s com,1.4285714285714286
night s flower comb,0.0
night s mlg.,0.0
night s w/v.i,0.14285714285714285
night s w/white,0.0
night s. com,2.142857142857143
night s. comb,1.8571428571428572
night s. mel,0.0
night s. mlg,28.714285714285715
night s. w/bl,0.42857142857142855
night sky,308.85714285714283
night sky  comb.,4.714285714285714
night sky comb,35.42857142857143
night sky comb.,21.571428571428573
night sky combo,0.0
night sky flower comb,0.0
night sky flower comb.,5.142857142857143
night sky glitter,0.0
night sky mel,0.8571428571428571
night sky mel.,0.0
night sky mela combo,0.0
night sky melange,1.4285714285714286
night sky mlg,7.285714285714286
night sky print mix,0.0
night sky solid,31.285714285714285
night sky stipe,1.7142857142857142
night sky w white,0.2857142857142857
night sky w/ silver,0.0
night sky w/ vanilla ice,4.142857142857143
night sky w/bla+silv,0.0
night sky w/pale mauve,0.0
night sky w/silver,0.0
night sky w/van ice,0.0
night sky w/vanil ice,0.0
night sky w/white,0.0
night sky with black glitter,0.0
night sky/pale banan,0.42857142857142855
night skycomb.,0.14285714285714285
nigth sky solid,1.8571428571428572
nostalgia rose,0.5714285714285714
nostalgia rose comb,0.0
nostalgia rose comb.,0.0
nostalgia rose combo,0.0
nostalgiarose comb,0.0
nude,20.857142857142858
nugget gold,49.0
nugget gold comb,23.714285714285715
nugget gold comb.,0.0
ombre blue solid,0.0
orange as cut,0.0
ox silver,0.2857142857142857
ox. silver,0.0
oxidized gold,0.0
oxidized silver,0.0
palace blue,0.2857142857142857
palace blue comb,0.0
palace blue melange,0.0
palace blue striped,0.0
pale banana,1.4285714285714286
pale mauve,15.714285714285714
pale mauve as ss,0.0
pale mauve comb,8.714285714285714
pale mauve comb.,0.0
pale mauve melange,0.0
pale mauve solid,0.0
pale mauve w. silver,5.142857142857143
pale rose,0.0
pavement,0.0
pavement comb,0.0
peac. w/stripes,0.0
peac/ethera comb.,0.0
peacoat,3.7142857142857144
peacoat comb,0.8571428571428571
peacoat comb.,0.0
peacoat combo,0.0
peacoat mel.,0.0
peacoat melange,0.14285714285714285
peacoat w vanillaice,0.0
peacock blue,0.14285714285714285
peacock blue solid,0.14285714285714285
pink lavender,0.0
pink lavender comb.,0.0
pink lavender/grey mel.,0.0
pink lemonade,0.0
pink lemonade comb,0.0
plum perfect,0.0
plum perfect comb,0.0
poinciana,0.0
pool,0.0
port r. mlg,0.0
port royal,102.71428571428571
port royal mlg,0.0
powder blue comb,0.0
prism pink,3.4285714285714284
prism pink comb,0.2857142857142857
pumice s. comb,0.8571428571428571
pumice s.comb,1.8571428571428572
pumice st.comb,0.8571428571428571
pumice stone,4.142857142857143
pumice stone comb,14.714285714285714
pumice stone comb.,0.5714285714285714
purple heather,0.0
purple heather comb.,0.0
rabbit,0.0
rabbit as ss,0.0
rabbit comb,0.0
rabbit comb.,0.0
rabbit mel.,0.0
racing red,28.285714285714285
racing red comb,0.0
ref. 18,0.14285714285714285
ref. 22,0.2857142857142857
ref. 38,0.14285714285714285
ref. 74,0.14285714285714285
rose dust,0.5714285714285714
rose dust comb,0.14285714285714285
rose dust comb.,0.0
rose dust mel.,0.0
rose dust melange,0.0
rose dust solid,0.0
rosegold satin/hematite,0.0
rouge red,0.14285714285714285
rouge red comb,0.0
rouge red combo,0.0
rouge red solid,0.0
rouge red w. black,0.0
saint grey,0.14285714285714285
satin gold/crystal,0.14285714285714285
satin hematite/crystal,0.0
satin silver/crystal,0.0
satin silver/hematite,0.0
semi matt gold,0.0
semi matt gold/grey,0.14285714285714285
semi matt hematite,0.0
semi matt silver,0.0
semi matt silver/brown,0.2857142857142857
shadow,0.0
silver,2.4285714285714284
silver as ss,0.0
silver black,0.0
silver gray,0.14285714285714285
silver lurex,0.0
silver matt,0.2857142857142857
silver semi matt,0.0
silver w/ black,0.42857142857142855
silver w/ clean stone,0.0
sky captain,0.14285714285714285
slate rose,0.0
slate rose combo,0.0
sleet,0.0
sleet as ss,0.0
sm. pearl,0.5714285714285714
smoked p as ss,0.14285714285714285
smoked p. c,0.0
smoked p. comb,0.0
smoked pearl,1.7142857142857142
smoked pearl comb,2.2857142857142856
smoked pearl comb.,0.14285714285714285
snow white,0.0
sodalite blue,0.14285714285714285
sodalite blue comb.,0.0
sodalite blue stripe comb.,0.0
sodalite print mix,0.0
solid black,0.0
square comb,0.0
steel gray,0.0
steeple g. comb,0.0
steeple gray,0.14285714285714285
steeple gray + silver,0.0
steeple gray comb,0.0
steeple gray comb.,0.0
steeple gray w. silver lurex,0.0
steeple grey comb.,0.0
tango red,0.42857142857142855
tango red as ss,0.0
tango red comb,0.0
tango red solid,0.0
tannin,0.0
tannin comb,0.0
tannin comb.,0.0
tannin combo,0.0
tarmac,59.714285714285715
tarmac as cut,1.4285714285714286
tarmac as ss,0.0
tarmac comb,2.0
tarmac comb.,2.857142857142857
tarmac melange,1.7142857142857142
tarmac w/vanilla,0.0
total eclipse comb,0.0
turbulence,0.0
unknown,10.142857142857142
van i /night s,0.0
van-ice comb,0.0
vanil i/black comb,0.0
vanil i/stripe,0.0
vanilla flower,1.7142857142857142
vanilla i com,0.0
vanilla i comb,0.14285714285714285
vanilla i. com,0.0
vanilla ice,85.42857142857143
vanilla ice com,0.0
vanilla ice comb,39.714285714285715
vanilla ice comb-1,0.0
vanilla ice comb.,5.857142857142857
vanilla ice combo,0.14285714285714285
vanilla ice lace,0.2857142857142857
vanilla ice mel.,0.0
vanilla ice melange,1.7142857142857142
vanilla ice mesh,0.0
vanilla ice solid,0.0
vanilla ice stripe,0.0
vanilla ice w. black,0.0
vanilla ice w. dress blues,0.0
vanilla ice w.n/s,0.14285714285714285
vanilla ice w/ black,0.7142857142857143
vanilla ice w/ night sky,4.142857142857143
vanilla ice w/blue,0.8571428571428571
vanilla ice w/silver,0.0
vanilla ice/blue as ss,0.14285714285714285
vanilla w/night,0.5714285714285714
vanilla w/night sky,4.857142857142857
vibrant y. as cut,0.0
vintage blue,0.0
vintage blue denim,0.0
vintage denim,0.0
violet ice comb.,0.0
violet ice w. black,0.0
warm off-white,0.0
white,29.571428571428573
white box print,4.571428571428571
white comb,0.0
white combo,0.0
white denim,0.0
white pepper,0.0
white solid,0.0
white w. copper b,0.42857142857142855
white/sleet stripe,0.0
wine comb.,0.0
wine t comb,0.0
winetasting,0.7142857142857143
winetasting comb,0.14285714285714285
winetasting comb 2,0.0
winetasting comb.,0.0
winetasting combo,0.0
winetasting combo.,0.0
winetasting flower comb,0.0
winetasting mel,1.0
winetasting melange,0.0
winetasting print mix,0.14285714285714285
winetasting solid,0.0
winetasting striped,0.0
woodrose,0.8571428571428571
woodrose c,0.14285714285714285
woodrose comb,0.0
woodrose comb.,0.14285714285714285
woodrose combo,0.0
woodrose mel.,0.14285714285714285
woodrose solid,0.0
zebra comb as ss,0.0
zinfandel,0.0
zinfandel w. black sleeves,0.0
